CustomerLoyaltyID,Gender,Age,AffluenceGrade,LoyaltyCardTenure,OrganicsPurchaseCount,OrganicsPurchaseIndicator,TotalSpend
12802573,F,59.0,8.0,8.0,0,0,500.0
12811122,F,60.0,13.0,5.0,0,0,6000.0
12812072,M,39.0,9.0,7.0,0,0,2900.0
12818844,F,58.0,5.0,2.0,0,0,6000.0
12823015,F,52.0,10.0,11.0,0,0,50.0
12827517,F,77.0,7.0,12.0,0,0,4884.25
12827533,M,66.0,10.0,8.0,0,0,4000.0
12833312,F,60.0,5.0,4.0,0,0,1000.0
12833827,F,61.0,7.0,11.0,1,1,9500.0
12835927,F,35.0,13.0,9.0,1,1,6000.0
12836605,M,46.0,10.0,2.0,0,0,600.0
12843490,F,64.0,11.0,7.0,0,0,10171.95
12846147,F,61.0,5.0,2.0,0,0,6000.0
12854263,F,61.0,11.0,6.0,0,0,6000.0
12857793,M,71.0,5.0,5.0,0,0,6000.0
12860646,F,57.0,8.0,5.0,0,0,6107.64
12870129,F,71.0,5.0,8.0,0,0,2400.0
12871540,F,60.0,10.0,6.0,0,0,6053.34
12882879,F,44.0,6.0,3.0,0,0,2500.0
12885584,F,78.0,6.0,4.0,0,0,50000.0
12885878,M,58.0,11.0,12.0,0,0,1680.0
12892122,F,38.0,11.0,8.0,1,1,9878.0
12894265,M,49.0,3.0,5.0,0,0,4400.0
12895768,F,67.0,14.0,6.0,0,0,15000.0
12896756,M,48.0,12.0,2.0,0,0,6000.0
12903671,F,56.0,11.0,5.0,0,0,4000.0
12908185,F,75.0,10.0,27.0,0,0,6053.35
12909483,F,60.0,13.0,18.0,1,1,1000.0
12916056,M,53.0,18.0,8.0,2,1,9500.0
12919292,F,58.0,14.0,6.0,1,1,4000.0
12930121,F,68.0,10.0,16.0,0,0,6000.0
12965111,F,52.0,12.0,7.0,0,0,6105.32
12966479,F,53.0,12.0,13.0,0,0,600.0
12970239,M,57.0,6.0,8.0,0,0,1200.0
12972002,F,44.0,16.0,7.0,1,1,480.0
12974331,F,56.0,11.0,4.0,0,0,78292.5
12976563,M,49.0,7.0,5.0,0,0,1000.0
12985627,F,36.0,13.0,8.0,1,1,6000.0
12989541,F,69.0,9.0,12.0,0,0,5000.0
12990973,F,68.0,13.0,2.0,0,0,6000.0
12997188,M,49.0,11.0,8.0,0,0,2500.01
12999571,M,53.0,10.0,5.0,0,0,1500.0
13000578,M,57.0,11.0,12.0,0,0,25.0
13002686,F,52.0,5.0,3.0,0,0,3000.0
13014412,F,35.0,15.0,3.0,2,1,6000.0
13023845,F,68.0,10.0,4.0,0,0,10000.0
13026232,F,58.0,12.0,7.0,0,0,6107.64
13031392,M,48.0,7.0,6.0,0,0,6053.35
13031651,F,31.0,11.0,8.0,1,1,50.0
13032755,M,75.0,12.0,9.0,0,0,1000.0
13034723,F,62.0,5.0,3.0,0,0,3000.0
13038435,F,59.0,10.0,9.0,1,1,240.0
13049461,M,44.0,11.0,3.0,1,1,3000.0
13051245,F,77.0,4.0,24.0,0,0,5000.0
13061755,M,59.0,7.0,5.0,0,0,1550.0
13063286,F,35.0,10.0,7.0,1,1,900.0
13066269,M,58.0,9.0,8.0,0,0,2000.0
13076558,F,63.0,10.0,12.0,0,0,3000.0
13080113,F,61.0,4.0,10.0,0,0,18330.49
13081306,F,69.0,8.0,5.0,0,0,4723.27
13083422,F,53.0,12.0,7.0,0,0,3052.66
13105574,F,68.0,7.0,17.0,0,0,6000.0
13108131,F,70.0,7.0,13.0,0,0,1595.77
13109758,F,39.0,7.0,8.0,0,0,50.02
13125338,F,65.0,7.0,23.0,0,0,6000.0
13135406,F,76.0,10.0,12.0,0,0,3200.0
13139045,F,33.0,13.0,2.0,1,1,62.11
13144758,M,69.0,9.0,7.0,0,0,2500.0
13147099,F,50.0,9.0,5.0,0,0,5000.0
13147234,M,76.0,5.0,24.0,0,0,10000.0
13155415,F,47.0,5.0,5.0,0,0,6316.06
13158813,F,58.0,12.0,15.0,2,1,600.0
13163450,F,53.0,10.0,2.0,0,0,11500.0
13170848,F,57.0,11.0,2.0,0,0,1046.17
13178369,M,64.0,2.0,4.0,1,1,10600.0
13180827,F,68.0,9.0,4.0,0,0,18078.34
13194895,F,45.0,7.0,5.0,0,0,1000.0
13202375,F,74.0,17.0,16.0,1,1,5500.0
13209299,F,62.0,5.0,4.0,0,0,1000.0
13210157,M,50.0,3.0,6.0,0,0,7553.35
13220764,F,61.0,14.0,4.0,0,0,1000.0
13224778,M,45.0,6.0,9.0,0,0,1080.0
13225936,M,50.0,9.0,11.0,0,0,11850.01
13227785,M,58.0,7.0,8.0,0,0,50.01
13228838,M,69.0,10.0,4.0,0,0,30000.0
13243594,F,70.0,9.0,6.0,0,0,11053.35
13252771,F,64.0,6.0,8.0,0,0,12000.0
13255495,F,59.0,15.0,9.0,0,0,1800.0
13274732,M,54.0,10.0,2.0,0,0,7000.0
13284282,F,34.0,14.0,2.0,1,1,500.0
13285467,F,55.0,11.0,5.0,0,0,432.01
13289837,F,79.0,6.0,9.0,0,0,3000.0
13294180,F,67.0,9.0,8.0,0,0,9600.0
13294830,F,30.0,10.0,2.0,1,1,50.0
13297651,F,51.0,10.0,6.0,0,0,3000.0
13308440,M,73.0,13.0,4.0,1,1,7500.0
13321862,M,77.0,9.0,13.0,0,0,6000.0
13332813,F,52.0,3.0,10.0,0,0,6053.35
13339915,M,52.0,8.0,13.0,1,1,2361.26
13342886,M,71.0,6.0,8.0,0,0,18053.35
13345265,F,66.0,5.0,3.0,0,0,7522.49
13360183,M,75.0,6.0,16.0,0,0,2000.0
13373064,F,50.0,4.0,3.0,0,0,3000.0
13374222,F,77.0,10.0,3.0,0,0,6000.0
13382330,F,41.0,5.0,2.0,0,0,500.0
13383450,M,54.0,8.0,2.0,0,0,1800.0
13383906,F,71.0,4.0,16.0,0,0,40919.71
13384244,F,62.0,9.0,8.0,1,1,3000.0
13385631,F,40.0,6.0,2.0,0,0,2987.0
13393103,F,58.0,7.0,9.0,0,0,3920.0
13393928,M,51.0,8.0,11.0,0,0,1000.0
13395467,F,66.0,13.0,3.0,0,0,20439.26
13397966,F,59.0,14.0,8.0,1,1,610.0
13401750,F,67.0,4.0,2.0,0,0,2000.0
13403184,F,68.0,11.0,8.0,0,0,2500.0
13413694,M,62.0,9.0,4.0,0,0,6053.34
13418947,M,49.0,6.0,3.0,0,0,6000.0
13435507,M,58.0,14.0,4.0,0,0,5000.0
13436996,F,59.0,9.0,9.0,0,0,3000.0
13437828,F,40.0,8.0,5.0,1,1,1000.0
13441345,M,45.0,9.0,5.0,0,0,2000.0
13441604,F,69.0,2.0,9.0,0,0,2400.0
13441841,F,77.0,7.0,2.0,0,0,12000.0
13448765,F,64.0,11.0,6.0,0,0,970.0
13450492,F,70.0,12.0,19.0,0,0,35107.85
13463608,F,38.0,6.0,2.0,0,0,6000.0
13466313,F,60.0,10.0,2.0,0,0,6000.0
13472755,F,66.0,9.0,5.0,0,0,5000.0
13473778,M,40.0,8.0,5.0,0,0,2075.0
13475363,F,66.0,8.0,4.0,0,0,6053.34
13484001,F,45.0,5.0,5.0,0,0,4000.0
13494686,M,40.0,14.0,8.0,1,1,18053.34
13495933,F,62.0,8.0,4.0,0,0,1000.0
13501461,F,59.0,11.0,5.0,0,0,1000.0
13502719,F,68.0,5.0,9.0,0,0,8053.34
13511262,F,50.0,13.0,9.0,2,1,2000.0
13532790,F,45.0,9.0,8.0,0,0,250.0
13535137,F,49.0,11.0,6.0,1,1,5044.45
13537059,F,56.0,24.0,2.0,2,1,6000.0
13539477,F,36.0,10.0,5.0,1,1,600.0
13542214,F,63.0,8.0,5.0,0,0,4000.0
13560182,M,53.0,7.0,3.0,0,0,17112.8
13564250,M,76.0,10.0,18.0,0,0,2000.0
13564641,F,42.0,16.0,6.0,1,1,14160.99
13566032,F,42.0,12.0,9.0,1,1,600.0
13566350,F,46.0,10.0,12.0,0,0,600.0
13574299,M,77.0,14.0,3.0,0,0,3000.0
13577182,M,66.0,5.0,16.0,0,0,6500.0
13582577,F,53.0,7.0,2.0,0,0,3000.0
13585282,F,60.0,6.0,8.0,0,0,12000.0
13591452,M,74.0,11.0,13.0,0,0,6107.64
13595555,F,75.0,10.0,20.0,0,0,9000.0
13600605,F,73.0,6.0,5.0,0,0,1000.0
13604287,F,60.0,7.0,6.0,0,0,1000.01
13610228,F,42.0,8.0,5.0,0,0,3400.0
13614746,M,65.0,5.0,30.0,0,0,1000.0
13615645,F,70.0,9.0,20.0,0,0,3500.0
13618806,M,67.0,3.0,7.0,0,0,3000.0
13621637,F,66.0,8.0,8.0,0,0,6000.0
13631527,F,63.0,6.0,7.0,0,0,1238.91
13633309,F,68.0,8.0,11.0,0,0,469.42
13634453,M,58.0,9.0,2.0,0,0,6000.0
13638114,F,48.0,5.0,12.0,0,0,6035.46
13639072,F,66.0,7.0,14.0,0,0,20000.0
13639676,F,75.0,4.0,2.0,0,0,2000.0
13641700,F,44.0,9.0,2.0,0,0,35.0
13641816,F,30.0,5.0,9.0,0,0,5901.28
13642367,F,57.0,10.0,2.0,1,1,10000.0
13644378,F,56.0,19.0,3.0,2,1,7500.0
13646710,M,61.0,9.0,4.0,1,1,6000.0
13648543,F,72.0,8.0,9.0,1,1,600.0
13662929,F,57.0,5.0,8.0,0,0,3000.0
13666487,F,46.0,8.0,9.0,1,1,9100.0
13667769,F,62.0,7.0,27.0,1,1,6017.78
13674242,F,39.0,5.0,2.0,0,0,25.0
13676229,F,59.0,11.0,21.0,0,0,12000.0
13677853,F,67.0,7.0,11.0,1,1,12000.0
13680994,M,69.0,8.0,27.0,0,0,4000.0
13683926,F,67.0,8.0,7.0,0,0,6000.01
13694936,M,67.0,7.0,15.0,0,0,12053.35
13701223,F,49.0,5.0,7.0,0,0,12106.7
13702084,F,39.0,8.0,4.0,0,0,10000.0
13707345,M,42.0,5.0,8.0,0,0,3000.0
13715577,F,60.0,8.0,5.0,0,0,6000.0
13732064,F,68.0,10.0,4.0,1,1,5000.0
13732633,M,62.0,10.0,25.0,0,0,14000.0
13734024,M,55.0,11.0,5.0,0,0,5000.0
13739409,M,64.0,4.0,5.0,0,0,8000.0
13744526,F,73.0,4.0,2.0,0,0,6000.0
13749455,F,68.0,7.0,7.0,0,0,6053.35
13753762,M,48.0,9.0,8.0,0,0,3000.01
13754459,M,55.0,8.0,11.0,0,0,10250.0
13760289,M,58.0,12.0,2.0,0,0,12000.0
13770802,F,40.0,6.0,8.0,0,0,50.02
13778048,F,49.0,11.0,5.0,2,1,6000.0
13790242,M,36.0,10.0,9.0,0,0,2000.0
13792903,M,63.0,12.0,9.0,1,1,1000.0
13793896,F,32.0,10.0,8.0,1,1,25.79
13797530,M,60.0,15.0,8.0,0,0,20937.6
13804944,M,76.0,11.0,2.0,0,0,6000.0
13818740,F,43.0,3.0,11.0,1,1,5700.0
13834517,F,69.0,14.0,4.0,1,1,10001.74
13840657,F,46.0,10.0,5.0,0,0,5526.35
13846051,M,56.0,10.0,5.0,0,0,6000.0
13846833,F,50.0,4.0,3.0,1,1,6250.0
13847899,F,65.0,6.0,24.0,0,0,1000.0
13854089,F,51.0,8.0,5.0,0,0,6000.0
13854747,M,59.0,6.0,5.0,0,0,3000.0
13855905,F,50.0,6.0,9.0,0,0,800.0
13858106,F,57.0,7.0,6.0,0,0,5800.0
13864769,F,48.0,6.0,5.0,0,0,2000.0
13868446,F,50.0,8.0,5.0,0,0,1000.0
13869019,F,54.0,24.0,5.0,2,1,1000.0
13869566,F,51.0,9.0,3.0,0,0,1150.0
13877089,F,52.0,5.0,9.0,0,0,300.0
13882325,F,71.0,3.0,3.0,0,0,17634.66
13896288,F,58.0,14.0,3.0,1,1,20268.84
13900811,F,59.0,4.0,9.0,0,0,5045.68
13906232,F,65.0,8.0,5.0,0,0,4000.0
13909479,F,44.0,12.0,7.0,1,1,3000.0
13919040,F,70.0,5.0,6.0,0,0,53000.0
13920014,M,61.0,12.0,6.0,1,1,12000.0
13922963,F,64.0,8.0,6.0,0,0,40000.0
13924621,F,56.0,6.0,7.0,0,0,12000.0
13930680,F,39.0,14.0,8.0,1,1,5900.0
13932977,F,47.0,4.0,10.0,0,0,3000.0
13935380,F,52.0,7.0,2.0,0,0,5000.0
13935615,M,69.0,4.0,11.0,0,0,12000.0
13936565,M,63.0,7.0,5.0,0,0,5000.0
13943049,M,74.0,7.0,2.0,0,0,6000.0
13945289,F,77.0,7.0,10.0,0,0,400.0
13945408,F,60.0,6.0,5.0,0,0,3000.0
13947974,F,35.0,6.0,9.0,0,0,2000.01
13949136,F,66.0,11.0,8.0,0,0,1000.0
13953109,F,76.0,7.0,6.0,0,0,2500.0
13955640,F,39.0,9.0,9.0,0,0,3000.0
13958372,M,70.0,9.0,7.0,0,0,6053.35
13968017,M,47.0,10.0,2.0,0,0,2000.0
13968548,F,62.0,6.0,5.0,0,0,5000.0
13974181,F,58.0,13.0,8.0,0,0,2000.0
13983717,F,78.0,6.0,12.0,0,0,4884.25
13984993,F,76.0,6.0,20.0,0,0,500.0
13986090,F,65.0,11.0,4.0,1,1,12433.27
13994557,F,32.0,8.0,5.0,0,0,39257.79
13994972,M,67.0,6.0,8.0,0,0,12158.67
13996819,F,62.0,9.0,5.0,1,1,6107.64
14004151,M,46.0,6.0,8.0,0,0,9000.0
14014246,F,36.0,13.0,7.0,3,1,2000.0
14025140,F,51.0,2.0,3.0,0,0,20712.0
14027585,F,65.0,13.0,2.0,1,1,4000.0
14031302,F,73.0,9.0,7.0,1,1,3000.01
14038307,F,46.0,15.0,4.0,0,0,1000.0
14051079,F,37.0,9.0,7.0,0,0,2300.0
14051370,F,56.0,7.0,12.0,0,0,500.0
14052326,F,64.0,7.0,19.0,0,0,4459.17
14060329,M,77.0,4.0,9.0,0,0,12000.0
14067668,F,44.0,16.0,3.0,1,1,211.0
14085682,F,31.0,9.0,5.0,0,0,2000.0
14087243,F,69.0,15.0,3.0,1,1,22332.01
14094363,M,66.0,12.0,12.0,0,0,1000.0
14111330,F,66.0,8.0,12.0,0,0,1500.0
14116642,M,59.0,9.0,8.0,0,0,6000.01
14118440,M,64.0,6.0,2.0,0,0,12000.0
14118750,F,78.0,7.0,12.0,1,1,11900.01
14119056,M,53.0,8.0,5.0,0,0,4000.01
14127466,F,46.0,7.0,8.0,0,0,12050.0
14129000,M,74.0,13.0,19.0,1,1,3000.0
14145332,F,65.0,10.0,5.0,1,1,480.0
14152649,F,52.0,11.0,6.0,0,0,1615.12
14154803,F,37.0,8.0,5.0,1,1,720.01
14156873,F,66.0,7.0,2.0,0,0,2000.0
14167980,F,66.0,9.0,7.0,0,0,3026.67
14175029,F,36.0,9.0,11.0,0,0,23000.0
14176319,M,69.0,6.0,23.0,0,0,6000.0
14177633,F,40.0,15.0,6.0,1,1,3000.0
14179342,F,57.0,6.0,6.0,0,0,6053.35
14182440,F,45.0,5.0,6.0,0,0,6053.35
14187140,F,49.0,16.0,11.0,0,0,4884.25
14188457,F,63.0,9.0,5.0,0,0,3000.0
14191105,F,61.0,10.0,7.0,0,0,17026.67
14196409,F,79.0,13.0,8.0,1,1,3000.0
14201135,M,45.0,5.0,4.0,0,0,1000.0
14215756,F,32.0,15.0,4.0,1,1,1000.43
14217112,M,71.0,3.0,5.0,0,0,3000.0
14225530,M,63.0,9.0,6.0,0,0,3000.0
14229803,F,42.0,7.0,8.0,0,0,3100.0
14241250,F,46.0,7.0,2.0,0,0,6000.0
14248328,F,55.0,8.0,8.0,0,0,6600.0
14250799,M,59.0,6.0,11.0,0,0,3050.0
14254638,F,29.0,12.0,9.0,1,1,6000.0
14255812,M,77.0,6.0,4.0,0,0,12000.0
14258528,F,54.0,11.0,9.0,0,0,1000.01
14260581,F,59.0,10.0,8.0,0,0,3000.0
14274582,F,51.0,8.0,8.0,0,0,3000.0
14278863,M,34.0,9.0,12.0,2,1,12210.64
14285681,F,37.0,7.0,8.0,0,0,420.0
14289725,F,50.0,5.0,8.0,0,0,2100.01
14293021,F,51.0,5.0,11.0,0,0,21500.0
14302764,F,75.0,5.0,4.0,0,0,10000.0
14307146,M,63.0,7.0,2.0,0,0,5000.0
14308576,F,70.0,5.0,8.0,0,0,12000.0
14310694,F,31.0,7.0,3.0,1,1,50.0
14316188,F,50.0,10.0,10.0,0,0,4200.01
14319365,F,60.0,9.0,5.0,0,0,5000.0
14332671,F,77.0,8.0,5.0,0,0,2500.0
14348438,F,34.0,14.0,6.0,0,0,50.0
14358581,M,77.0,8.0,5.0,1,1,10000.0
14360128,F,70.0,7.0,14.0,0,0,6000.0
14364565,F,52.0,10.0,7.0,0,0,12106.7
14371383,M,45.0,4.0,4.0,0,0,9519.0
14373025,F,75.0,7.0,5.0,0,0,6107.64
14380358,F,36.0,10.0,4.0,1,1,6000.0
14384531,M,47.0,11.0,7.0,1,1,2000.0
14387174,M,60.0,8.0,3.0,0,0,7500.0
14391120,F,67.0,17.0,12.0,0,0,8300.0
14396351,F,46.0,11.0,13.0,0,0,240.0
14406306,M,38.0,12.0,8.0,0,0,16035.57
14416999,F,36.0,21.0,5.0,1,1,18000.0
14420066,F,57.0,7.0,10.0,0,0,250.0
14422468,M,61.0,9.0,8.0,0,0,3000.0
14422530,F,50.0,6.0,8.0,0,0,75.01
14437007,M,64.0,5.0,5.0,0,0,1000.0
14437325,F,32.0,8.0,9.0,1,1,350.0
14442019,F,65.0,7.0,8.0,0,0,13850.0
14444739,F,66.0,15.0,32.0,0,0,951.91
14446480,F,50.0,7.0,6.0,0,0,11000.0
14455218,F,75.0,8.0,6.0,0,0,6000.0
14456672,M,67.0,9.0,9.0,0,0,500.0
14464543,F,50.0,5.0,7.0,0,0,6053.35
14469758,F,63.0,14.0,10.0,1,1,100.0
14475251,M,63.0,11.0,3.0,0,0,6000.0
14478900,F,41.0,5.0,6.0,0,0,2000.0
14480476,F,43.0,15.0,5.0,1,1,1000.0
14482010,F,77.0,10.0,8.0,0,0,1900.0
14484498,F,73.0,13.0,9.0,0,0,700.0
14500833,F,55.0,11.0,2.0,1,1,12000.0
14505215,M,39.0,9.0,10.0,0,0,6000.0
14505959,F,41.0,15.0,8.0,1,1,6105.33
14525038,F,38.0,11.0,2.0,1,1,650.01
14539047,F,65.0,15.0,4.0,0,0,5000.0
14539926,M,65.0,8.0,8.0,0,0,9000.0
14549719,M,53.0,19.0,5.0,2,1,1600.0
14562758,F,75.0,12.0,9.0,0,0,500.0
14569086,M,34.0,10.0,5.0,1,1,3000.01
14573156,F,62.0,7.0,11.0,1,1,35884.25
14581590,M,67.0,5.0,12.0,0,0,6000.0
14582449,M,72.0,9.0,5.0,0,0,6000.0
14591545,F,60.0,9.0,14.0,0,0,6000.0
14617420,M,61.0,9.0,5.0,0,0,6000.0
14619326,F,50.0,20.0,17.0,2,1,4884.25
14637618,F,37.0,11.0,7.0,1,1,100.0
14645734,F,36.0,6.0,4.0,0,0,1000.0
14646676,F,50.0,12.0,6.0,1,1,3000.0
14652218,F,72.0,6.0,8.0,0,0,6000.0
14658127,F,37.0,6.0,3.0,1,1,7500.0
14665875,M,52.0,10.0,4.0,0,0,6053.34
14667339,F,30.0,14.0,11.0,2,1,489.91
14671220,F,65.0,8.0,5.0,0,0,6000.0
14679914,F,74.0,7.0,4.0,0,0,20000.0
14681145,M,35.0,7.0,4.0,0,0,12053.34
14696061,F,35.0,9.0,12.0,0,0,6000.0
14698854,F,64.0,18.0,9.0,0,0,1000.0
14705273,F,59.0,12.0,6.0,1,1,12107.64
14710188,F,30.0,17.0,7.0,1,1,4000.0
14713314,F,58.0,6.0,19.0,0,0,3000.0
14731789,F,55.0,11.0,7.0,0,0,4000.0
14739542,F,50.0,7.0,2.0,0,0,10000.0
14741083,F,71.0,12.0,18.0,0,0,3000.0
14746352,M,51.0,12.0,2.0,0,0,9000.0
14747863,F,45.0,7.0,8.0,0,0,3000.0
14749122,M,48.0,9.0,9.0,0,0,12000.0
14753820,F,56.0,8.0,2.0,0,0,5000.0
14764377,M,45.0,17.0,4.0,0,0,12000.0
14772590,M,59.0,10.0,3.0,0,0,20538.99
14790424,M,65.0,5.0,12.0,0,0,50000.0
14792761,F,50.0,14.0,2.0,0,0,6000.0
14794152,F,64.0,7.0,4.0,0,0,5000.0
14800454,F,64.0,7.0,17.0,1,1,12605.32
14803704,F,51.0,7.0,3.0,0,0,20249.84
14809176,F,28.0,10.0,6.0,1,1,1590.0
14810441,M,63.0,10.0,8.0,1,1,10833.16
14810603,F,59.0,11.0,7.0,1,1,2500.0
14812118,F,49.0,10.0,4.0,1,1,2600.0
14815087,F,74.0,6.0,2.0,0,0,6000.0
14821028,M,71.0,7.0,3.0,0,0,6000.0
14821656,M,63.0,10.0,16.0,0,0,25000.0
14856069,M,71.0,12.0,8.0,0,0,17094.9
14860805,F,37.0,10.0,5.0,1,1,2000.0
14882752,F,71.0,7.0,8.0,0,0,1000.0
14901935,M,68.0,8.0,6.0,0,0,8594.76
14903628,M,48.0,8.0,4.0,0,0,2000.0
14911442,F,63.0,8.0,2.0,1,1,2500.0
14914107,F,37.0,8.0,8.0,0,0,12088.11
14924374,F,61.0,14.0,5.0,0,0,5000.0
14931001,F,44.0,2.0,9.0,0,0,4600.0
14932113,M,69.0,8.0,8.0,0,0,12684.25
14933667,F,62.0,7.0,8.0,0,0,5500.0
14934337,F,35.0,7.0,6.0,1,1,6107.64
14941465,M,55.0,10.0,9.0,0,0,2100.0
14943824,M,64.0,8.0,4.0,0,0,10000.0
14947005,M,52.0,17.0,8.0,0,0,600.0
14948109,F,76.0,8.0,6.0,0,0,12053.34
14959828,F,42.0,9.0,12.0,0,0,12000.0
14974592,F,61.0,12.0,9.0,0,0,6000.01
14976366,F,79.0,8.0,12.0,0,0,15000.0
14976749,M,38.0,7.0,4.0,0,0,10000.0
14979063,F,37.0,16.0,6.0,1,1,12000.0
14998130,F,56.0,8.0,2.0,0,0,6000.0
15001229,F,34.0,6.0,13.0,1,1,100.0
15002586,F,72.0,8.0,5.0,0,0,6000.0
15008339,F,72.0,4.0,2.0,0,0,6000.0
15017990,F,61.0,6.0,12.0,0,0,6000.0
15018679,F,62.0,2.0,6.0,0,0,6000.0
15020843,F,54.0,7.0,8.0,0,0,3000.01
15021858,F,53.0,8.0,7.0,0,0,45000.0
15033082,M,47.0,15.0,15.0,0,0,10000.0
15034372,M,59.0,13.0,11.0,0,0,7900.0
15036421,F,61.0,6.0,10.0,0,0,6000.0
15041565,F,60.0,8.0,5.0,0,0,3000.0
15050807,F,67.0,10.0,4.0,0,0,6053.34
15055124,F,68.0,8.0,10.0,0,0,17996.5
15056678,F,37.0,17.0,9.0,3,1,6105.32
15057151,F,42.0,10.0,2.0,1,1,500.0
15057801,F,74.0,10.0,4.0,1,1,5000.0
15064247,F,76.0,11.0,32.0,0,0,1500.0
15067831,M,62.0,6.0,5.0,0,0,1000.0
15069370,F,48.0,10.0,2.0,0,0,6000.0
15085856,F,70.0,4.0,6.0,0,0,6000.0
15087212,F,60.0,12.0,2.0,1,1,3000.0
15095894,F,47.0,7.0,4.0,0,0,6053.34
15097471,F,44.0,5.0,5.0,1,1,480.0
15098710,F,65.0,6.0,8.0,0,0,3000.0
15100111,F,59.0,7.0,2.0,0,0,6000.0
15104001,F,56.0,13.0,9.0,0,0,1500.0
15106578,F,68.0,6.0,6.0,0,0,6053.35
15112365,M,33.0,25.0,11.0,3,1,2650.0
15118975,M,60.0,5.0,9.0,1,1,6178.5
15119505,F,68.0,14.0,8.0,1,1,4884.25
15128032,F,56.0,6.0,4.0,0,0,11000.0
15133001,F,40.0,5.0,5.0,0,0,13911.0
15137473,F,55.0,11.0,9.0,0,0,300.0
15146294,M,72.0,3.0,7.0,0,0,6053.35
15149323,F,75.0,4.0,4.0,0,0,18053.35
15153231,M,77.0,10.0,2.0,0,0,1000.0
15176916,F,35.0,14.0,5.0,1,1,420.0
15181413,M,66.0,7.0,5.0,0,0,4500.0
15182436,M,56.0,8.0,5.0,0,0,1000.0
15186512,M,36.0,11.0,7.0,1,1,600.0
15190080,F,66.0,7.0,4.0,0,0,2700.0
15195295,F,60.0,11.0,4.0,0,0,3430.0
15199800,F,47.0,11.0,5.0,0,0,6000.0
15201635,F,69.0,11.0,2.0,1,1,2500.0
15203964,F,61.0,6.0,9.0,0,0,300.01
15208699,M,61.0,6.0,2.0,0,0,5000.0
15210111,F,36.0,6.0,10.0,0,0,3000.0
15211045,F,61.0,11.0,8.0,0,0,3000.0
15211401,F,40.0,19.0,3.0,1,1,5000.0
15222403,M,49.0,6.0,4.0,0,0,2000.0
15232255,M,59.0,5.0,8.0,0,0,3000.0
15235971,F,55.0,3.0,7.0,0,0,3290.4
15238857,F,59.0,7.0,5.0,0,0,11000.0
15264130,F,72.0,6.0,5.0,0,0,6053.35
15265153,F,72.0,4.0,9.0,0,0,300.0
15265382,F,62.0,9.0,9.0,1,1,3300.0
15271056,F,71.0,8.0,8.0,0,0,20000.0
15278069,F,59.0,8.0,3.0,0,0,20290.99
15290409,F,76.0,5.0,5.0,1,1,3000.0
15296946,F,59.0,7.0,4.0,0,0,6000.0
15300668,F,42.0,15.0,4.0,2,1,420.0
15305511,M,63.0,9.0,9.0,0,0,15075.0
15306534,F,61.0,13.0,5.0,0,0,9600.0
15309703,F,58.0,7.0,4.0,0,0,6000.0
15313301,F,68.0,9.0,8.0,0,0,3000.01
15319423,F,74.0,7.0,30.0,0,0,2500.0
15329976,F,48.0,9.0,4.0,1,1,12053.34
15341186,F,69.0,4.0,9.0,0,0,18140.78
15350517,M,58.0,8.0,6.0,0,0,6000.0
15351475,F,48.0,7.0,6.0,0,0,3300.0
15355071,F,47.0,7.0,8.0,0,0,2000.0
15360288,F,38.0,13.0,11.0,1,1,300.0
15394212,M,49.0,8.0,6.0,1,1,6000.0
15400581,F,62.0,8.0,8.0,0,0,3000.0
15409937,M,42.0,6.0,9.0,0,0,500.0
15421325,M,42.0,10.0,4.0,0,0,600.0
15421775,M,74.0,8.0,4.0,0,0,14500.0
15421783,F,36.0,6.0,7.0,0,0,650.0
15428648,F,61.0,6.0,4.0,0,0,5044.45
15430359,F,79.0,10.0,12.0,0,0,41000.0
15436950,F,65.0,10.0,2.0,0,0,6000.0
15444597,F,56.0,9.0,4.0,0,0,12000.0
15454371,M,54.0,9.0,4.0,0,0,16000.0
15455998,F,73.0,9.0,3.0,0,0,20540.08
15459497,M,74.0,3.0,17.0,0,0,4391.5
15462609,M,68.0,5.0,4.0,0,0,28143.63
15465861,F,57.0,13.0,13.0,0,0,3000.0
15470504,F,52.0,7.0,11.0,0,0,50.0
15476448,F,63.0,10.0,11.0,0,0,38000.0
15487474,F,78.0,5.0,5.0,1,1,5000.0
15492958,M,50.0,7.0,11.0,0,0,3000.0
15509486,F,56.0,7.0,10.0,0,0,1000.0
15512657,M,63.0,9.0,2.0,0,0,5000.0
15523160,M,67.0,5.0,10.0,0,0,950.0
15532348,M,60.0,6.0,9.0,0,0,50.0
15532593,F,53.0,7.0,5.0,1,1,1900.0
15534251,F,70.0,9.0,2.0,0,0,6000.0
15535584,F,72.0,9.0,6.0,0,0,9000.0
15536661,M,56.0,7.0,32.0,0,0,130.0
15542327,F,50.0,10.0,4.0,1,1,9053.34
15545202,F,27.0,11.0,4.0,1,1,2420.0
15548929,F,48.0,9.0,4.0,0,0,15000.0
15550222,F,68.0,9.0,14.0,0,0,19000.0
15553418,F,59.0,6.0,10.0,0,0,300.01
15555070,M,66.0,5.0,2.0,0,0,6000.0
15566692,F,77.0,9.0,3.0,0,0,1500.0
15572307,F,76.0,6.0,8.0,0,0,10600.0
15575748,F,58.0,4.0,5.0,0,0,6000.0
15580806,F,51.0,8.0,3.0,0,0,10000.0
15586138,F,71.0,12.0,19.0,0,0,12000.0
